Ticker,Sector,LatestQuarter,Beta,TrailingPE,ForwardPE,ReturnOnEquityTTM,PriceToBookRatio,PEGRatio,ProfitMargin,EPS,DividendYield,EVToEBITDA
VAC,REAL ESTATE & CONSTRUCTION,2023-09-30,2.005,10.3,12.09,0.122,2.029,1.48,0.0959,7.42,0.0377,12.52
MASI,LIFE SCIENCES,2023-09-30,0.879,53.35,40,0.07,6.08,4.729,0.0418,1.63,0.0155,28.66
TKO,TECHNOLOGY,0000-00-00,None,-,-,25.05,-,None,0,2.009,None,-
WEN,TRADE & SERVICES,2023-09-30,0.921,20.33,24.51,0.51,11.34,2.262,0.0913,0.93,0.0529,17.5
SAM,MANUFACTURING,2023-09-30,1.108,50.03,29.67,0.0756,4.09,1.482,0.0402,6.73,0.0061,21.33
CLVT,TECHNOLOGY,2023-09-30,1.204,27.38,11.72,0.0401,1.3,6.16,0.0977,0.24,0,-3.738
LAZ,FINANCE,2023-09-30,1.405,-,11.14,-0.0817,5.95,6.51,-0.0398,-1.12,0.0739,4.219
JHG,FINANCE,2023-09-30,1.461,12.06,12.12,0.0799,0.996,1.21,0.164,2.03,0.0637,6.06
AWI,MANUFACTURING,2023-09-30,1.106,16.18,13.4,0.408,6.23,1.66,0.175,5,0.0138,10.94
PENN,REAL ESTATE & CONSTRUCTION,2023-09-30,2.126,-,12.41,-0.0315,1.445,-15.89,-0.017,-0.73,0.0558,11.81
AZTA,TECHNOLOGY,2023-06-30,1.518,-,28.9,-0.0068,1.346,None,-0.0609,-0.3,0.0055,62.16
EPR,REAL ESTATE & CONSTRUCTION,2023-09-30,1.691,23.36,17.45,0.0674,1.228,2.93,0.241,1.93,0.0732,12.69
BHF,FINANCE,2023-09-30,1.308,-,3.519,-0.785,0.62,0,-0.939,-54.75,0,-
AAP,TRADE & SERVICES,2023-06-30,1.154,9.69,11.03,0.125,3.13,0.909,0.0308,5.79,0.0178,12.61
SIRI,TECHNOLOGY,2023-09-30,1.041,14.47,17.99,0,-,1.585,0.142,0.32,0.023,13.43
SPB,MANUFACTURING,2023-06-30,1.358,-,29.85,-0.161,1.889,2.02,0.615,-7.67,0.0216,49.4
BEPC,ENERGY & TRANSPORTATION,2023-09-30,0.802,2.707,35.97,0.12,1.273,1.088,0.378,8.68,0.0574,5.91
TDOC,LIFE SCIENCES,2023-09-30,1.107,-,357.14,-0.959,0.759,-1.01,-1.551,-24.68,0,-0.548
AMED,LIFE SCIENCES,2023-09-30,0.958,1165.62,16.1,0.0015,2.78,1.074,0.0012,0.08,0.0063,13.01
SLM,FINANCE,2023-09-30,1.232,10.47,6.3,0.178,2.414,0.583,0.311,1.42,0.0296,-
PAG,TRADE & SERVICES,2023-09-30,1.241,8.84,8.26,0.27,2.187,1.708,0.0397,16.87,0.0186,7.27
CUZ,REAL ESTATE & CONSTRUCTION,2023-09-30,1.192,32.02,-,0.0193,0.845,0,0.11,0.58,0.0689,9.34
MPW,REAL ESTATE & CONSTRUCTION,2023-09-30,1.166,-,6.36,-0.0038,0.803,1.93,-0.0232,-0.06,0.207,8.44
SSRM,REAL ESTATE & CONSTRUCTION,2023-09-30,0.942,11.69,16.21,0.0557,0.897,0,0.164,1,0.024,6.05
M,TRADE & SERVICES,2023-07-31,1.935,4.063,5.18,0.194,1.698,0.913,0.0308,2.7,0.0603,4.065
CACC,FINANCE,2023-09-30,1.379,16.92,9.67,0.194,3.683,1.154,0.344,24.32,0.0502,12.18
LITE,MANUFACTURING,2023-09-30,1.098,-,10.76,-0.14,2.433,0.97,-0.126,-2.94,0,10.98
NEU,LIFE SCIENCES,2023-09-30,0.377,12.12,-,0.487,4.595,5.09,0.146,41.24,0.018,10.5
IART,LIFE SCIENCES,2023-09-30,1.177,29.64,16.18,0.0611,2.828,1.348,0.0654,1.22,0.0146,16.43
FOUR,TRADE & SERVICES,2023-09-30,1.314,32.76,24.51,0.296,9.27,None,0.0424,1.75,0,20.16
IPGP,MANUFACTURING,2023-09-30,1.304,46.32,18.02,0.0341,1.799,2.52,0.064,1.96,0.0559,8.16
KMPR,FINANCE,2023-09-30,0.939,-,23.87,-0.163,1.437,4.29,-0.0755,-6.11,0.0316,-
MRTX,LIFE SCIENCES,2023-09-30,0.716,-,-,-0.7,2.129,0,0,-12.18,0,-1.69
BFA,,,,,,,,,,,,
PK,REAL ESTATE & CONSTRUCTION,2023-09-30,1.948,-,13.24,-0.0114,0.635,1.141,-0.0206,-0.26,0.0456,11.28
FRPT,MANUFACTURING,2023-09-30,1.045,-,104.17,-0.0526,2.589,-7.33,-0.0722,-1.07,0,-100.84
FTRE,LIFE SCIENCES,2023-06-30,None,467.67,-,0,-,None,0.0453,0.06,0,-
NSA,REAL ESTATE & CONSTRUCTION,2023-09-30,0.787,28.11,38.76,0.0781,2.373,3.14,0.138,1.08,0.0738,14.33
DNB,TRADE & SERVICES,2023-09-30,1.073,-,10.94,-0.0065,1.601,2.86,-0.0114,-0.06,0.0213,12.18
NWL,MANUFACTURING,2023-09-30,1.008,-,8.9,-0.16,1.496,1.42,-0.0661,-1.33,0.0409,10.01
GO,TRADE & SERVICES,2023-09-30,0.083,33.88,24.33,0.071,2.735,None,0.0208,0.81,0,26.24
CXT,MANUFACTURING,2023-06-30,None,7.75,-,0.215,-,None,0.143,6.8,0.0106,-
DNA,LIFE SCIENCES,2023-09-30,1.315,-,-,-0.635,2.461,None,-2.72,-0.41,0,-0.63
NWS,MANUFACTURING,2023-09-30,1.363,90.75,28.09,0.0205,1.388,10.17,0.014,0.24,0.0092,9.68
COLM,MANUFACTURING,2023-09-30,0.957,16.71,15.15,0.153,3.001,2.66,0.0789,4.57,0.0157,10.0
DOCS,TECHNOLOGY,2023-09-30,1.041,41.09,61.35,0.141,7.8,None,0.275,0.58,0,48.92
RNG,TECHNOLOGY,2023-09-30,0.882,-,14.6,-6.89,102.83,0.438,-0.186,-4.21,0,-12.19
CCCS,REAL ESTATE & CONSTRUCTION,2023-09-30,0.593,-,29.76,-0.0565,2.757,None,-0.139,-0.19,0,34.27
TNL,REAL ESTATE & CONSTRUCTION,2023-09-30,1.676,7.61,7.89,0,-,None,0.0964,4.57,0.0518,9.75
CRI,MANUFACTURING,2023-09-30,1.296,12.6,9.08,0.262,3.476,1.81,0.0687,5.44,0.0438,8.52
ENOV,TECHNOLOGY,2023-09-30,2.094,-,22.03,-0.0326,0.878,1.096,-0.0451,-2.07,0.196,5.79
PINC,TRADE & SERVICES,2023-09-30,0.347,13.06,12.61,0.0756,1.751,1.596,0.132,1.47,0.0438,11.1
RUN,MANUFACTURING,2023-09-30,2.442,-,163.93,-0.327,1.054,0.45,-0.506,-5.52,0,700.18
ZG,TRADE & SERVICES,2023-09-30,1.799,-,27.32,-0.0344,1.921,0.72,-0.0824,-0.65,0,-21.88
FHB,FINANCE,2023-09-30,1.04,8.72,10.83,0.117,1.459,3.05,0.325,2.09,0.0571,-
RARE,LIFE SCIENCES,2023-09-30,0.719,-,-,-2.538,6.8,-0.24,-1.549,-8.97,0,-3.744
GPS,TRADE & SERVICES,2023-07-31,1.906,46.48,18.15,0.0473,1.972,1.31,0.0072,0.29,0.0445,20.73
HHH,TECHNOLOGY,2023-09-30,1.493,-,33.11,-0.162,1.106,5.55,-0.456,-10.77,0,13.13
ALGM,MANUFACTURING,2023-09-30,1.902,19.86,26.11,0.265,7.65,None,0.236,1.3,0,31.61
BOKF,FINANCE,2023-09-30,1.21,7.6,11.6,0.132,1.548,2.09,0.3,9.24,0.0308,-
NFE,ENERGY & TRANSPORTATION,2023-09-30,1.511,17.37,9.81,0.223,5.52,None,0.179,1.9,0.0121,30.41
AGR,ENERGY & TRANSPORTATION,2023-09-30,0.488,22.18,18.8,0.0208,0.87,4.183,0.0655,1.37,0.0579,11.4
VSAT,MANUFACTURING,2023-09-30,1.333,-,-,-0.241,0.904,94.32,0.0934,-9.17,0.0155,10.44
ICUI,LIFE SCIENCES,2023-09-30,0.697,-,20.28,-0.0136,1.921,1.345,-0.0125,-1.16,0.0761,29.22
HIW,REAL ESTATE & CONSTRUCTION,2023-09-30,1.207,13.95,11.19,0.0554,1.218,5.09,0.164,1.29,0.111,9.26
AYX,TECHNOLOGY,2023-09-30,0.417,-,555.56,-2.604,22.53,0,-0.316,-4.12,0,-15.08
RCM,TRADE & SERVICES,2023-09-30,0.856,-,19.3,-0.0127,1.685,0.772,-0.0159,-0.1,0.0171,34.6
HCP,TECHNOLOGY,2023-07-31,None,-,-,-0.2,4.614,None,-0.444,-1.3,0,-9.42
KSS,TRADE & SERVICES,2023-07-31,1.866,-,7.61,-0.0251,0.739,2.067,-0.0059,-0.74,0.089,6.07
LSXMA,TECHNOLOGY,2023-09-30,1.141,9.79,12.55,0.0927,1.581,0.83,0.101,2.6,0,10.08
NCNO,TECHNOLOGY,2023-07-31,0.416,-,-,-0.0695,2.912,None,-0.162,-0.64,0,-38.31
TPG,FINANCE,2023-09-30,None,-,15.27,-0.0094,5.05,None,0.0566,-0.11,0.045,-
QS,MANUFACTURING,2023-09-30,5.22,-,-,-0.315,2.104,None,0,-0.98,0,-5.52
SMG,LIFE SCIENCES,2023-09-30,1.649,-,13.19,-0.476,18.98,0.977,-0.107,-6.79,0.0528,-17.88
MRCY,MANUFACTURING,2023-09-30,0.848,-,22.83,-0.0329,1.78,2.651,-0.0547,-0.88,0.0332,29.25
TRIP,TECHNOLOGY,2023-09-30,1.419,-,13.02,-0.0293,3.23,0.135,-0.0137,-0.18,0.208,13.93
SPR,MANUFACTURING,2023-09-30,1.69,-,72.99,-5.33,10.93,1.3,-0.168,-8.9,0.0021,39.3
HAYW,TECHNOLOGY,2023-09-30,1.088,35.42,15.43,0.053,1.591,None,0.0674,0.31,0,7.53
VIRT,FINANCE,2023-09-30,0.328,10.59,6.43,0.186,1.492,-9.42,0.095,1.64,0.0553,6.33
CWEN,ENERGY & TRANSPORTATION,2023-09-30,0.858,46.67,34.13,0.0012,1.724,3.415,0.0405,0.46,0.0739,4.821
MP,ENERGY & TRANSPORTATION,2023-09-30,2.672,25.76,26.18,0.0822,4.413,None,0.352,0.58,0,13.12
PEGA,TECHNOLOGY,2023-09-30,1.019,-,56.82,-0.346,48.09,0.803,-0.0297,-0.47,0.0027,-16.28
VSTS,TECHNOLOGY,None,None,-,-,0,-,None,0,None,None,-
CERT,TECHNOLOGY,2023-09-30,1.508,-,33.44,-0.032,2.465,None,-0.0956,-0.22,0,32.54
SNDR,ENERGY & TRANSPORTATION,2023-09-30,1.009,12.36,10.38,0.113,1.589,4.355,0.0565,1.79,0.0163,4.223
PTON,MANUFACTURING,2023-09-30,2.024,-,153.85,-8.47,16.0,None,-0.364,-2.88,0,-2.141
LBRDA,TECHNOLOGY,2023-09-30,1.161,18.22,10.96,0.0752,1.323,-657,0.674,4.55,0,6.95
JWN,TRADE & SERVICES,2023-07-31,2.444,71.16,7.07,0.0479,4.644,0.293,0.0022,0.19,0.0565,5.37
FWONA,TECHNOLOGY,2023-09-30,1.083,31.55,75.76,0.0739,1.933,-0.5,0.182,1.92,0,28.46
HTZ,TRADE & SERVICES,2023-09-30,2.242,3.166,7.1,0.351,1.938,None,0.117,2.71,0,5.92
LLYVK,TECHNOLOGY,0000-00-00,None,-,-,0,-,None,0,None,0,-
NVCR,LIFE SCIENCES,2023-09-30,0.577,-,909.09,-0.47,17.95,-0.47,-0.391,-1.86,0,-119.43
UA,MANUFACTURING,2023-09-30,1.698,7.53,20.45,0.21,2.278,1.908,0.07,0.92,0,9.02
SHC,LIFE SCIENCES,2023-09-30,2.259,-,8.33,-0.624,3.948,0.462,-0.31,-1.1,0,10.04
LENB,,,,,,,,,,,,
PYCR,TECHNOLOGY,2023-09-30,0.563,-,88.5,-0.0667,3.684,None,-0.147,-0.48,0,745.02
REYN,MANUFACTURING,2023-09-30,0.477,21.21,19.96,0.145,3.66,None,0.0696,1.28,0.0339,17.05
HE,ENERGY & TRANSPORTATION,2023-06-30,0.568,6.7,18.05,0.101,2.074,6.97,0.0589,2.09,0.149,7.75
ADT,TRADE & SERVICES,2023-09-30,1.678,84,-,0.0057,-,None,0.006,0.07,0.0238,-
UAA,MANUFACTURING,2023-09-30,1.698,8.2,23.42,0.21,2.607,2.183,0.07,0.9,0.0033,9.02
VSCO,TRADE & SERVICES,2023-07-31,1.999,8.26,9.18,0.696,15.47,None,0.0318,2.37,0,7.43
PHIN,MANUFACTURING,2023-06-30,None,7.55,-,0,-,None,0.0682,3.38,0.0393,-
DISH,TECHNOLOGY,2023-09-30,1.834,1.81,11.71,0.0719,0.46,1.302,0.0781,1.9,0.0326,8.97
PPC,MANUFACTURING,2023-09-30,0.997,162.03,8.36,0.0113,2.088,0.85,0.0019,0.16,0,4.883
TNDM,LIFE SCIENCES,2023-09-30,0.935,-,1111.11,-0.567,6.25,0,-0.27,-3.21,0,-52.0
RKT,FINANCE,2023-09-30,2.155,4.623,1000,-0.0746,1.803,None,-0.006,1.802,0,-
GTES,TECHNOLOGY,2023-09-30,1.508,12.49,9.48,0.0835,1.049,None,0.0708,0.91,0,9.48
CNA,FINANCE,2023-09-30,0.666,8.24,-,0.155,1.386,4.21,0.0999,4.73,0.0431,-
CHPT,MANUFACTURING,2023-06-30,1.801,-,-,-1.103,10.75,None,-0.658,-1.06,0,-11.84
INFA,TECHNOLOGY,2023-09-30,0.702,-,20.16,-0.0967,2.435,None,-0.125,-0.67,0,29.62
SEB,FINANCE,2023-09-30,0.482,10.57,-,0.0776,0.91,0,0.0387,331.57,0.0026,6.96
MRVI,LIFE SCIENCES,2023-09-30,-0.112,28.5,30.4,0.0681,3.951,None,0.0586,0.18,0,2.952
CWENA,,,,,,,,,,,,
DRVN,TRADE & SERVICES,2023-09-30,1.047,-,21.1,-0.576,3.004,None,-0.308,-4.25,0,35.61
KLG,TECHNOLOGY,0000-00-00,None,-,-,0,-,None,0,-0.888,None,-
TFSL,FINANCE,2023-09-30,0.577,48.04,-,0.0399,2.13,0,0.245,0.26,0.0905,-
LLYVA,TECHNOLOGY,None,None,-,-,0,-,None,0,None,None,-
AMC,TRADE & SERVICES,2023-09-30,2.106,-,-,0,0.179,1.42,-0.107,-3,0.0212,-283.69
CAVA,TRADE & SERVICES,2023-06-30,None,-,-,0,-,None,-0.0408,-0.23,0,-
UI,MANUFACTURING,2023-09-30,1.345,16.16,39.06,0,250.74,0.82,0.211,6.65,0.0223,41.21
UHAL,TRADE & SERVICES,2023-09-30,1.007,14.03,-,0.115,2.016,0,0.133,3.76,0.0028,7.0
UWMC,FINANCE,2023-09-30,1.602,36.13,22.52,0.101,2.931,None,0.0065,0.15,0.0738,22.05
MCW,TRADE & SERVICES,2023-09-30,1.302,24.85,23.42,0.102,3.889,None,0.0938,0.26,0,18.18
AMBP,MANUFACTURING,2023-09-30,0.67,-,12.76,0.0457,5.06,None,0.0038,0,0.114,7.81
WOOF,TRADE & SERVICES,2023-07-31,1.304,25.14,13.21,0.0154,1.201,None,0.0059,0.14,0,15.02
PLTK,TECHNOLOGY,2023-09-30,0.863,10.21,10.28,0,-,None,0.111,0.77,0,6.99
OLPX,LIFE SCIENCES,2023-09-30,1.852,14.5,13.14,0.102,4.816,None,0.17,0.12,0,9.0
PARAA,TECHNOLOGY,2023-09-30,1.778,-,15.15,-0.0591,0.629,2.061,-0.0365,-2.33,0.0128,5.26
ARD,,,,,,,,,,,,
ETD_USD,,,,,,,,,,,,
-,,,,,,,,,,,,
FAZ3,,,,,,,,,,,,
ESZ3,,,,,,,,,,,,
 ,,,,,,,,,,,,
